Row #,Species,Count,Location,S/P,Date,LocID,SubID
52,House Crow,1,Nokomis Public Beach,US-FL,20 Mar 2019,L2602995,S54037924
53,Whooping Crane,2,"813 Lake Altur Road, Lake Wales, Florida, US (27.884, -81.645)",US-FL,24 Feb 2019,L8693685,S53099831
54,Western Spindalis,1,Crandon Park,US-FL,21 Feb 2019,L127422,S52993125
55,Thick-billed Vireo,1,Crandon Park,US-FL,17 Feb 2019,L127422,S52828285
56,Yellow-chevroned Parakeet,4,"Biltmore Hotel, Coral Gables, Florida, US (25.741, -80.278)",US-FL,16 Feb 2019,L8631795,S52786790
57,Neotropic Cormorant,1,Wakodahatchee Wetlands,US-FL,14 Feb 2019,L143084,S52683691
58,Shiny Cowbird,2,Sem-Chi Rice Mill,US-FL,10 Feb 2019,L4478244,S52550988
59,Dark-billed Cuckoo,1,West Delray Regional Park,US-FL,10 Feb 2019,L1427512,S52548955
60,Groove-billed Ani,1,Winding Waters Natural area,US-FL,04 Feb 2019,L2726529,S52369547
61,Ash-throated Flycatcher,1,Lake Apopka Wildlife Drive,US-FL,25 Jan 2019,L298649,S52039495
62,Gull-billed Tern,1,Orlando Wetlands Park,US-FL,22 Jan 2019,L452007,S51929757
63,Barn Owl,1,"4411 Sunshine Boulevard, Saint James City, Florida, US (26.533, -82.099)",US-FL,17 Jan 2019,L8445866,S51770447
64,Virginia Rail,1,Babcock-Webb WMA,US-FL,31 Dec 2018,L127396,S51123496
65,Smooth-billed Ani,1,J. N. Ding Darling NWR--Bailey Tract,US-FL,30 Dec 2018,L127399,S51084364
66,Tufted Duck,1,Captain's Cove,US-CT,18 Dec 2018,L806220,S50773750
67,Canvasback,10,"Conesus Lake, Vitale Park",US-NY,08 Dec 2018,L637129,S50514469
68,Evening Grosbeak,9,"80 Beech Hill Road, Colebrook, Connecticut, US (42.018, -73.084)",US-CT,05 Dec 2018,L8217231,S50440516
69,Fox Sparrow,2,Harkness Memorial SP,US-CT,03 Dec 2018,L297947,S50391354
70,Great Black Hawk,1,Deering Oaks Park,US-ME,01 Dec 2018,L1475992,S50338583
71,Lapland Longspur,3,Hammonasset Beach SP,US-CT,30 Nov 2018,L298379,S50317643
72,Gadwall,4,Harkness Memorial SP,US-CT,19 Nov 2018,L297947,S50058483
73,Black Scoter,15,Harkness Memorial SP,US-CT,19 Nov 2018,L297947,S50058483
74,Great Cormorant,5,Harkness Memorial SP,US-CT,19 Nov 2018,L297947,S50058483
75,Bananaquit,1,A. D. Barnes Park,US-FL,10 Nov 2018,L200830,S49828857
76,Scaly-breasted Munia,13,Pine Woods Park,US-FL,10 Nov 2018,L5584024,S49822958
77,Cackling Goose,1,Field near Farmington Valley Greenway Parking,US-CT,11 Oct 2018,L8020959,S49120475
78,American Pipit,5,Hammonasset Beach SP--West End,US-CT,08 Oct 2018,L109205,S49052116
79,Nelson's Sparrow,5,Milford Pt. (CT Audubon),US-CT,06 Oct 2018,L109216,S48982080
80,Oak Titmouse,1,O'Neill Regional Park,US-CA,25 Sep 2018,L374421,S48740083
81,California Thrasher,1,O'Neill Regional Park,US-CA,25 Sep 2018,L374421,S48740083
82,California Scrub-Jay,9,O'Neill Regional Park,US-CA,24 Sep 2018,L374421,S48727000
83,Wrentit,1,O'Neill Regional Park,US-CA,24 Sep 2018,L374421,S48727000
84,Heermann's Gull,6,"1830 Avenida Del Mundo, Coronado, California, US (32.674, -117.172)",US-CA,23 Sep 2018,L7954413,S48704224
85,Allen's Hummingbird,1,"1076 Myrtle Way, San Diego, California, US (32.743, -117.154)",US-CA,23 Sep 2018,L7953802,S48699201
86,California Towhee,1,"735 1st Avenue, Chula Vista, California, US (32.629, -117.066)",US-CA,23 Sep 2018,L7950827,S48689752
87,Long-billed Curlew,1,Bayfront Park (J St.),US-CA,22 Sep 2018,L827977,S48678826
88,Western Gull,23,Bayfront Park (J St.),US-CA,22 Sep 2018,L827977,S48678826
89,Mountain Chickadee,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
90,Pygmy Nuthatch,15,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
91,Western Bluebird,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
92,Olive Warbler,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
93,Hammond's Flycatcher,1,"Mt. Lemmon--Bear Canyon (Cypress, Middle Bear, Chihuahua Pine Picnic Areas)",US-AZ,21 Sep 2018,L128888,S48656676
94,Whiskered Screech-Owl,1,Madera Canyon--Santa Rita Lodge,US-AZ,20 Sep 2018,L268114,S48641437
95,Pine Siskin,5,Madera Canyon--Santa Rita Lodge,US-AZ,20 Sep 2018,L268114,S48635139
96,Rock Wren,2,East Box Canyon Rd--Arizona Trail to Greaterville Rd,US-AZ,20 Sep 2018,L3619006,S48775979
97,Zone-tailed Hawk,1,Greaterville Road--between Hwy 83 and Box Canyon Rd,US-AZ,20 Sep 2018,L2898459,S48778396
98,Bushtit,6,Box Canyon,US-AZ,20 Sep 2018,L340405,S48778287
99,Hepatic Tanager,1,Madera Canyon--Santa Rita Lodge,US-AZ,20 Sep 2018,L268114,S48635158
100,Harris's Hawk,1,Green Valley - Calle Lecho,US-AZ,19 Sep 2018,L4671259,S48634856
101,Black-tailed Gnatcatcher,2,Green Valley - Calle Lecho,US-AZ,19 Sep 2018,L4671259,S48634856
102,Cactus Wren,4,Green Valley - Calle Lecho,US-AZ,19 Sep 2018,L4671259,S48634856
103,Cinnamon Teal,6,Amado WTP,US-AZ,19 Sep 2018,L233071,S48634860
104,White-faced Ibis,13,Pesqueira Pit,US-AZ,19 Sep 2018,L7243338,S48634886
105,Western Screech-Owl,1,Pena Blanca Lake,US-AZ,19 Sep 2018,L129054,S48634899
106,Vaux's Swift,2,Walker Canyon,US-AZ,19 Sep 2018,L1051139,S48634956
107,Varied Bunting,1,Walker Canyon,US-AZ,19 Sep 2018,L1051139,S48634956
108,Phainopepla,1,"Forest Service 184 Road, Amado, Arizona, US (31.705, -111.05)",US-AZ,18 Sep 2018,L7939706,S48604541
109,Costa's Hummingbird,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
110,Dusky Flycatcher,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
111,Black-capped Gnatcatcher,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
112,Crissal Thrasher,2,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
113,Rufous-crowned Sparrow,3,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
114,MacGillivray's Warbler,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
115,Bronzed Cowbird,2,Amado WTP,US-AZ,18 Sep 2018,L233071,S48604544
116,Swainson's Hawk,4,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
117,Rose-throated Becard,2,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
118,Dusky-capped Flycatcher,1,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
119,Verdin,2,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
120,Violet-crowned Hummingbird,5,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
121,Bell's Vireo,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
122,Lucy's Warbler,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
123,White-tailed Kite,1,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
124,Say's Phoebe,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
125,Western Kingbird,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
126,Botteri's Sparrow,4,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
127,Cassin's Sparrow,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
128,Black-throated Sparrow,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
129,Lark Bunting,1,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
130,Vesper Sparrow,5,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
131,Plumbeous Vireo,1,San Pedro RNCA--San Pedro House and trails,US-AZ,17 Sep 2018,L129080,S48579502
132,Lazuli Bunting,2,San Pedro RNCA--San Pedro House and trails,US-AZ,17 Sep 2018,L129080,S48579502
133,Brewer's Sparrow,1,"North Moson Road, Sierra Vista, Arizona, US (31.57, -110.188)",US-AZ,17 Sep 2018,L7936456,S48576263
134,Green-tailed Towhee,1,"North Moson Road, Sierra Vista, Arizona, US (31.57, -110.188)",US-AZ,17 Sep 2018,L7936456,S48576263
135,Hutton's Vireo,4,Ramsey Canyon Preserve (formerly Mile Hi Ranch),US-AZ,17 Sep 2018,L129062,S48574612
136,Mexican Duck,8,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
137,Pacific-slope Flycatcher,1,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
138,Abert's Towhee,2,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
139,Arizona Woodpecker,1,Hunter Canyon Rd (Huachuca Mts),US-AZ,16 Sep 2018,L5001484,S48549091
140,Lucifer Hummingbird,1,Ash Canyon Bird Sanctuary (closed Thursday morning),US-AZ,16 Sep 2018,L199300,S48549128
141,Broad-billed Hummingbird,1,Ash Canyon Bird Sanctuary (closed Thursday morning),US-AZ,16 Sep 2018,L199300,S48549128
142,Bullock's Oriole,1,Portal--Willow Tank,US-AZ,16 Sep 2018,L129123,S48565659
143,Greater Roadrunner,2,"State Line Road, San Simon, Arizona, US (31.869, -109.049)",US-NM,16 Sep 2018,L7931631,S48542160
144,Canyon Towhee,1,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,15 Sep 2018,L994658,S48533348
145,Elegant Trogon,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533334
146,Cassin's Vireo,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533334
147,Inca Dove,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
148,Broad-tailed Hummingbird,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
149,Ladder-backed Woodpecker,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
150,Woodhouse's Scrub-Jay,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
151,Yellow-eyed Junco,6,"Unknown Location - (31.9, -109.227)",US-AZ,15 Sep 2018,L7930055,S48533278
152,Rivoli's Hummingbird,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
153,Blue-throated Mountain-gem,2,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
154,Black-chinned Hummingbird,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
155,Red-naped Sapsucker,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
156,Acorn Woodpecker,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
157,Black Phoebe,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
158,Black-headed Grosbeak,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
159,Western Wood-Pewee,2,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
160,Mexican Jay,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
161,Canyon Wren,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
162,Hermit Warbler,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
163,Painted Redstart,6,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
164,Gambel's Quail,15,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
165,Rufous Hummingbird,4,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
166,Curve-billed Thrasher,2,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
167,Pyrrhuloxia,1,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
168,Gray Hawk,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
169,Gila Woodpecker,3,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
170,Vermilion Flycatcher,2,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
171,Cassin's Kingbird,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
172,Bridled Titmouse,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
173,Rufous-winged Sparrow,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
174,Western Tanager,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
175,Great-tailed Grackle,1,"591 West 4th Street, Benson, Arizona, US (31.969, -110.306)",US-AZ,14 Sep 2018,L7925141,S48502556
176,Anna's Hummingbird,2,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
177,Bewick's Wren,2,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
178,Spotted Towhee,1,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
179,Black-throated Gray Warbler,1,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
180,California Gull,1,"Front Street, Alert Bay, British Columbia, CA (50.593, -126.941)",CA-BC,05 Sep 2018,L7897332,S48313285
181,Rock Sandpiper,1,Queen Charlotte Sound,CA-BC,04 Sep 2018,L2357800,S48300693
182,Pink-footed Shearwater,1,Queen Charlotte Sound,CA-BC,04 Sep 2018,L2357800,S48297871
183,Black Turnstone,8,Prince Rupert area around Court House and Sunken Garden,CA-BC,03 Sep 2018,L7907673,S48277272
184,Townsend's Warbler,1,"100 McBride Street, Prince Rupert, British Columbia, CA (54.317, -130.324)",CA-BC,03 Sep 2018,L7889750,S48265108
185,Greater White-fronted Goose,35,"Sitka, Alaska, US (57.012, -135.34)",US-AK,30 Aug 2018,L7876675,S48179644
186,Harlequin Duck,14,"Sitka, Alaska, US (57.012, -135.34)",US-AK,30 Aug 2018,L7876675,S48179644
187,Pacific Loon,1,"Sitka, Alaska, US (57.012, -135.34)",US-AK,30 Aug 2018,L7876675,S48179644
188,Mew Gull,2,"(58.194, -136.347)",US-AK,29 Aug 2018,L7873524,S48158686
189,Pigeon Guillemot,1,"Pelican, Alaska, US (58.184, -136.377)",US-AK,29 Aug 2018,L7872713,S48150456
190,Barrow's Goldeneye,2,"523 Max Italio Drive, Yakutat, Alaska, US (59.547, -139.731)",US-AK,28 Aug 2018,L7871229,S48137867
191,Cassin's Auklet,1,"(59.758, -142.947)",US-AK,27 Aug 2018,L7867919,S48113601
192,Rhinoceros Auklet,2,"(59.758, -142.947)",US-AK,27 Aug 2018,L7867919,S48113601
193,Whimbrel,1,"(59.738, -144.025)",US-AK,27 Aug 2018,L7867758,S48112532
194,Black-footed Albatross,1,"(59.738, -144.025)",US-AK,27 Aug 2018,L7867758,S48112532
195,Buller's Shearwater,2,"(59.738, -144.025)",US-AK,27 Aug 2018,L7867758,S48112532
196,Sooty Shearwater,2,"(59.792, -144.65)",US-AK,27 Aug 2018,L7867119,S48108471
197,Black Oystercatcher,1,"(61.079, -148.153)",US-AK,26 Aug 2018,L7864630,S48092823
198,Surf Scoter,1,"Valdez, Alaska, US (61.02, -148.111)",US-AK,26 Aug 2018,L7863983,S48088358
199,Fork-tailed Storm-Petrel,1,"US (59.797, -148.857)",US-AK,25 Aug 2018,L7861902,S48075697
200,Tufted Puffin,5,"Seward, Alaska, US (59.914, -149.383)",US-AK,25 Aug 2018,L7861696,S48074481
201,Steller's Jay,1,Seward--Two Lakes Trail,US-AK,25 Aug 2018,L3495015,S48063249
202,Chestnut-backed Chickadee,5,Seward--Two Lakes Trail,US-AK,25 Aug 2018,L3495015,S48063249
203,Pelagic Cormorant,1,"1200 4th Avenue, Seward, Alaska, US (60.115, -149.437)",US-AK,24 Aug 2018,L7858079,S48053709
204,Marbled Murrelet,1,"Seward--Marathon Campground, Seward Waterfront Pk.",US-AK,24 Aug 2018,L2752419,S48050667
205,Northwestern Crow,1,Seward--New Headlands,US-AK,24 Aug 2018,L2024109,S48048403
206,Black-legged Kittiwake,2,Seward--Small Boat Harbor,US-AK,24 Aug 2018,L4891872,S48045541
207,Glaucous-winged Gull,2,Seward--Small Boat Harbor,US-AK,24 Aug 2018,L4891872,S48045541
208,White-rumped Sandpiper,1,Hammonasset Beach SP--West End,US-CT,12 Aug 2018,L109205,S47808294
209,Pectoral Sandpiper,3,Hammonasset Beach SP--West End,US-CT,12 Aug 2018,L109205,S47808294
210,Franklin's Gull,6,Minnesota Landscape Arboretum,US-MN,05 Aug 2018,L1049490,S47672904
211,Parasitic Jaeger,2,Orient Point to New London Ferry (NY side),US-NY,27 Jul 2018,L1358358,S47484436
212,Cory's Shearwater,1,Orient Point to New London Ferry (NY side),US-NY,27 Jul 2018,L1358358,S47484436
213,Seaside Sparrow,1,Circle Beach Boat Ramp Road,US-CT,24 Jul 2018,L2189839,S47418861
214,Mangrove Cuckoo,2,Rookery Bay NERR,US-FL,11 Jul 2018,L2528252,S47128547
215,Northern Gannet,2,"(44.168, -67.681)",US-ME,01 Jul 2018,L7658187,S46942070
216,Common Murre,11,"Steuben, Maine, US (44.352, -67.886)",US-ME,01 Jul 2018,L7657861,S46940153
217,Razorbill,7,"Steuben, Maine, US (44.352, -67.886)",US-ME,01 Jul 2018,L7657861,S46940153
218,Northern Fulmar,1,"Steuben, Maine, US (44.352, -67.886)",US-ME,01 Jul 2018,L7657861,S46940153
219,Great Shearwater,2,"Steuben, Maine, US (44.352, -67.886)",US-ME,01 Jul 2018,L7657861,S46940153
220,Atlantic Puffin,12,"Boat Trip, New Harbor - Eastern Egg Rock (crossing ONLY, not harbor or island)",US-ME,30 Jun 2018,L3780865,S46938607
221,Roseate Tern,4,"Boat Trip, New Harbor - Eastern Egg Rock (crossing ONLY, not harbor or island)",US-ME,30 Jun 2018,L3780865,S46938607
222,Arctic Tern,3,"Boat Trip, New Harbor - Eastern Egg Rock (crossing ONLY, not harbor or island)",US-ME,30 Jun 2018,L3780865,S46938607
223,Black Guillemot,2,Rachael Carson Preserve,US-ME,30 Jun 2018,L7260275,S46911833
224,Bonaparte's Gull,15,North Point Park,US-WI,28 Jun 2018,L169152,S46858715
225,Eurasian Tree Sparrow,1,Essentia Health Wellness Garden,US-MN,27 Jun 2018,L7475575,S46839709
226,LeConte's Sparrow,4,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
227,Lincoln's Sparrow,1,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
228,Connecticut Warbler,2,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
229,Black-billed Magpie,2,"8308 Owl Avenue, Meadowlands, Minnesota, US (47.11, -92.727)",US-MN,26 Jun 2018,L7628999,S46820389
230,Black-backed Woodpecker,2,Fenske Lake Campground,US-MN,26 Jun 2018,L5957598,S46815890
231,Nashville Warbler,2,"Turkey Farm Road, Lake Nebagamon, Wisconsin, US (46.429, -91.737)",US-WI,26 Jun 2018,L7627118,S46810675
232,Mourning Warbler,3,"Turkey Farm Road, Lake Nebagamon, Wisconsin, US (46.429, -91.737)",US-WI,26 Jun 2018,L7627118,S46810675
233,Common Nighthawk,2,Fish Lake SWA,US-WI,25 Jun 2018,L252443,S46802223
234,Eastern Whip-poor-will,5,Fish Lake SWA,US-WI,25 Jun 2018,L252443,S46802223
235,Trumpeter Swan,20,Crex Meadows SWA,US-WI,25 Jun 2018,L164216,S46796988
236,Red-necked Grebe,5,Crex Meadows SWA,US-WI,25 Jun 2018,L164216,S46796988
237,Brewer's Blackbird,5,Buena Vista Grasslands/Marsh,US-WI,25 Jun 2018,L157683,S46787915
238,Ruffed Grouse,1,"S6789 Burma Road, Baraboo, Wisconsin, US (43.411, -89.746)",US-WI,24 Jun 2018,L7620214,S46773724
239,Winter Wren,1,"Ice Age National Scenic Trail, Baraboo, Wisconsin, US (43.411, -89.724)",US-WI,24 Jun 2018,L7620216,S46773748
240,Dickcissel,12,Sauk Prairie Recreation Area,US-WI,24 Jun 2018,L2877214,S46770376
241,Clay-colored Sparrow,3,Goose Pond,US-WI,24 Jun 2018,L209446,S46765421
242,Henslow's Sparrow,1,Goose Pond,US-WI,24 Jun 2018,L209446,S46765421
243,Saltmarsh Sparrow,7,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,18 Jun 2018,L1880516,S46635054
244,Acadian Flycatcher,1,"Hartman Park, Lyme, CT",US-CT,14 Jun 2018,L1581613,S46544960
245,Cerulean Warbler,2,"14 North Hollow Road, Hartland, Connecticut, US (42.031, -72.925)",US-CT,10 Jun 2018,L7550671,S46445789
246,Red-necked Phalarope,1,Portland Fairgrounds,US-CT,28 May 2018,L759432,S46109509
247,Red-breasted Nuthatch,1,White Memorial Foundation--Little Pond,US-CT,25 May 2018,L598873,S46004679
248,Alder Flycatcher,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
249,Least Flycatcher,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
250,Marsh Wren,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
251,Bridled Tern,1,"US (28.432, -80.259)",US-FL,19 May 2018,L7441320,S45872336
252,Black Tern,2,"US (28.432, -80.259)",US-FL,19 May 2018,L7441320,S45872336
253,Band-rumped Storm-Petrel,1,"(28.586, -79.9)",US-FL,19 May 2018,L7441083,S45870969
254,Black-capped Petrel,1,"(28.586, -79.9)",US-FL,19 May 2018,L7441083,S45870969
255,Wilson's Storm-Petrel,2,"Unknown Location - (28.363, -80.234)",US-FL,19 May 2018,L7440231,S45866309
256,Yellow-bellied Flycatcher,1,Westmoor Park,US-CT,17 May 2018,L198655,S45769757
257,Black-billed Cuckoo,1,Westmoor Park,US-CT,16 May 2018,L198655,S45730228
258,Purple Finch,1,White Memorial Foundation--Main Area,US-CT,14 May 2018,L109165,S45661920
259,Blue-winged Warbler,3,White Memorial Foundation--Main Area,US-CT,14 May 2018,L109165,S45661920
260,Willow Flycatcher,1,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,11 May 2018,L1880516,S45557522
261,Bobolink,7,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,11 May 2018,L1880516,S45557522
