Row #,Species,Count,Location,S/P,Date,LocID,SubID
416,Slaty-tailed Trogon,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
417,Black-tailed Trogon,1,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
418,Black-headed Trogon,1,Villa Lapas,CR-P,09 May 2019,L585101,S56053451
419,Baird's Trogon,2,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
420,Gartered Trogon,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
421,Blue-crowned Trogon,1,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
422,Black-throated Trogon,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
423,Elegant Trogon,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533334
424,Collared Trogon,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
425,Eurasian Hoopoe,13,Independence Park תל אביב גן העצמאות,IL-TA,05 Sep 2019,L3882967,S59523901
426,Von der Decken's Hornbill,1,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
427,Northern Red-billed Hornbill,1,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
428,Lesson's Motmot,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
429,Rufous Motmot,1,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
430,Broad-billed Motmot,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
431,Turquoise-browed Motmot,3,"34, Puntarenas Province, CR (9.824, -84.597)",CR-P,09 May 2019,L9230991,S56053522
432,Common Kingfisher,2,Park HaYarkon פארק הירקון,IL-TA,07 Sep 2019,L1103236,S59569916
433,White-throated Kingfisher,3,Park HaYarkon פארק הירקון,IL-TA,07 Sep 2019,L1103236,S59569916
434,Gray-headed Kingfisher,1,Lake Manyara NP (Arusha Province),TZ-01,30 Jul 2017,L1033409,S38502540
435,Ringed Kingfisher,1,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
436,Belted Kingfisher,1,Hurricane Bay,US-FL,10 Oct 2015,L6189690,S38686627
437,Pied Kingfisher,1,Northern Serengeti National Park (Mara Region),TZ-13,26 Jul 2017,L6151339,S38483682
438,Amazon Kingfisher,3,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
439,American Pygmy Kingfisher,1,"Nauta, Loreto, PE (-4.576, -73.725)",PE-LOR,08 Mar 2019,L8820213,S53643687
440,Green Kingfisher,2,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
441,Lilac-breasted Roller,1,Northern Serengeti National Park (Mara Region),TZ-13,25 Jul 2017,L6151339,S38474013
442,Chestnut-capped Puffbird,2,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
443,Barred Puffbird,3,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506418
444,White-whiskered Puffbird,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
445,Black-fronted Nunbird,2,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
446,Swallow-winged Puffbird,2,"Nauta, Loreto, PE (-4.577, -73.616)",PE-LOR,08 Mar 2019,L8820366,S53644536
447,White-eared Jacamar,1,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
448,Rufous-tailed Jacamar,2,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
449,Bluish-fronted Jacamar,3,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
450,Red-and-yellow Barbet,1,Ngorongoro Conservation Area--Olduvai Gorge,TZ-01,28 Jul 2017,L1044143,S38487839
451,D'Arnaud's Barbet,1,Eastern Serengeti Thomson Enashiva Camp,TZ-01,22 Jul 2017,L6149970,S38465700
452,Scarlet-crowned Barbet,1,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
453,Spot-crowned Barbet,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
454,Northern Emerald-Toucanet,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
455,Lettered Aracari,2,"Nauta, Loreto, PE (-4.576, -73.725)",PE-LOR,08 Mar 2019,L8820213,S53643687
456,Collared Aracari,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44406870
457,Fiery-billed Aracari,3,Wilson Botanical Garden (OTS Las Cruces),CR-P,15 May 2019,L441320,S56299769
458,Chestnut-eared Aracari,2,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
459,Yellow-throated Toucan,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
460,White-throated Toucan,1,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
461,Keel-billed Toucan,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
462,Olivaceous Piculet,1,Hacienda Baru,CR-P,11 May 2019,L448818,S56136889
463,Yellow-bellied Sapsucker,1,Lakes Park  - (Area 7),US-FL,06 Nov 2017,L371129,S40347803
464,Red-naped Sapsucker,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
465,Red-headed Woodpecker,3,Caloosahatchee Creeks Preserve--East,US-FL,01 Feb 2018,L674344,S42407497
466,Acorn Woodpecker,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
467,Golden-naped Woodpecker,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
468,Yellow-tufted Woodpecker,3,"Nauta, Loreto, PE (-4.505, -73.918)",PE-LOR,07 Mar 2019,L8820372,S53644581
469,Black-cheeked Woodpecker,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
470,Red-crowned Woodpecker,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44406870
471,Gila Woodpecker,3,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
472,Hoffmann's Woodpecker,1,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56039005
473,Golden-fronted Woodpecker,8,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
474,Red-bellied Woodpecker,1,"500 Broad Street, Windsor, Connecticut, US (41.85, -72.779)",US-CT,09 Aug 2017,L6166936,S38559607
475,Black-backed Woodpecker,2,Fenske Lake Campground,US-MN,26 Jun 2018,L5957598,S46815890
476,Syrian Woodpecker,1,"1 Louis Vincent Street, Jerusalem (31.79, 35.229)",IL-JM,03 Sep 2019,L9871818,S59479869
477,Downy Woodpecker,2,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
478,Ladder-backed Woodpecker,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
479,Red-cockaded Woodpecker,1,Babcock-Webb WMA,US-FL,19 Jan 2018,L127396,S42065694
480,Hairy Woodpecker,1,Great Pond Trail,US-CT,08 Sep 2017,L2128535,S39063358
481,Arizona Woodpecker,1,Hunter Canyon Rd (Huachuca Mts),US-AZ,16 Sep 2018,L5001484,S48549091
482,Little Woodpecker,1,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
483,Red-stained Woodpecker,1,"Nauta, Loreto, PE (-4.58, -73.72)",PE-LOR,08 Mar 2019,L8820347,S53644475
484,Pale-billed Woodpecker,2,PN Carara--main headquarters,CR-P,10 May 2019,L3354750,S56085380
485,Lineated Woodpecker,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
486,Pileated Woodpecker,2,Six Mile Cypress Slough Preserve,US-FL,12 Aug 2017,L424819,S38601114
487,Cream-colored Woodpecker,2,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
488,Chestnut Woodpecker,1,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
489,Golden-olive Woodpecker,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,14 May 2019,L441320,S56272551
490,Spot-breasted Woodpecker,4,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
491,Northern Flicker,1,"301 Jasmine Street, Denver, Colorado, US (39.722, -104.919)",US-CO,31 Aug 2017,L6231455,S38928785
492,Barred Forest-Falcon,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
493,Crested Caracara,1,Corkscrew Rd & SR 82,US-FL,08 Jan 2017,L6163535,S38539020
494,Yellow-headed Caracara,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
495,Laughing Falcon,2,"613, San Vito, Provincia de Puntarenas, CR (8.825, -82.951)",CR-P,14 May 2019,L9265913,S56272764
496,American Kestrel,1,Wild Turkey Strand Preserve,US-FL,25 Oct 2017,L1903106,S40113848
497,Merlin,1,Hartford Reservoir No. 6,US-CT,15 Nov 2017,L607644,S40518725
498,Aplomado Falcon,1,Cameron Co.--TX100--Aplomado Viewing Area,US-TX,10 Oct 2019,L3322724,S60510846
499,Bat Falcon,1,"Unknown Location - (8.7, -83.196)",CR-P,12 May 2019,L9251768,S56177303
500,Peregrine Falcon,1,Sandy Point,US-CT,27 Sep 2017,L109233,S39417354
501,Rose-ringed Parakeet,5,"Jerusalem (31.789, 35.23)",IL-JM,02 Sep 2019,L9869865,S59463853
502,Yellow-collared Lovebird,14,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
503,Monk Parakeet,6,Pelican Blvd. Baseball Fields,US-FL,01 Nov 2017,L886942,S40248340
504,Tui Parakeet,8,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
505,White-winged Parakeet,1,"4801 Northwest 7th Street, Miami, Florida, US (25.78, -80.273)",US-FL,25 Feb 2018,L6984601,S43165076
506,Yellow-chevroned Parakeet,4,"Biltmore Hotel, Coral Gables, Florida, US (25.741, -80.278)",US-FL,16 Feb 2019,L8631795,S52786790
507,Orange-chinned Parakeet,2,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
508,Cobalt-winged Parakeet,3,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
509,Brown-hooded Parrot,2,Canopy Lodge,PA-2,13 Apr 2018,L604642,S44532284
510,Blue-headed Parrot,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
511,White-crowned Parrot,14,Wilson Botanical Garden (OTS Las Cruces),CR-P,15 May 2019,L441320,S56299769
512,Short-tailed Parrot,2,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
513,Festive Parrot,2,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
514,Red-crowned Parrot,120,Brownsville--Oliveira Park,US-TX,10 Oct 2019,L1918641,S60515219
515,Red-lored Parrot,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
516,Yellow-crowned Parrot,1,"Saquena, Loreto, PE (-4.506, -73.422)",PE-LOR,05 Mar 2019,L8820142,S53643426
517,White-fronted Parrot,20,Brownsville--Oliveira Park,US-TX,10 Oct 2019,L1918641,S60515219
518,Mealy Parrot,1,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
519,Orange-winged Parrot,1,"267 Jirón Putumayo, Iquitos, Loreto, PE (-3.749, -73.245)",PE-LOR,04 Mar 2019,L8820088,S53643196
520,Sulphur-winged Parakeet,5,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56355241
521,Orange-fronted Parakeet,14,"34, Puntarenas Province, CR (9.824, -84.597)",CR-P,09 May 2019,L9230991,S56053522
522,Brown-throated Parakeet,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
523,Dusky-headed Parakeet,4,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
524,Nanday Parakeet,5,Manor Park,US-FL,05 Feb 2018,L6808817,S42518260
525,Red-bellied Macaw,3,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
526,Blue-and-yellow Macaw,1,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
527,Scarlet Macaw,1,"Saquena, Loreto, PE (-4.506, -73.422)",PE-LOR,05 Mar 2019,L8820142,S53643426
528,Chestnut-fronted Macaw,5,"Saquena, Loreto, PE (-4.506, -73.422)",PE-LOR,05 Mar 2019,L8820142,S53643426
529,Green Parakeet,1,"301-351 Hunting Lodge Drive, Miami Springs, Florida, US (25.819, -80.294)",US-FL,25 Feb 2018,L6988204,S43189388
530,Crimson-fronted Parakeet,2,"6498 Northwest 38th Terrace, Virginia Gardens, Florida, US (25.81, -80.302)",US-FL,25 Feb 2018,L6987713,S43186092
531,Mitred Parakeet,7,"576 Southwest 91 Avenue, Miami, Florida, US (25.684, -80.343)",US-FL,25 Feb 2018,L6986137,S43176100
532,Red-masked Parakeet,1,"301-351 Hunting Lodge Drive, Miami Springs, Florida, US (25.819, -80.294)",US-FL,25 Feb 2018,L6988204,S43189388
533,White-eyed Parakeet,1,"6498 Northwest 38th Terrace, Virginia Gardens, Florida, US (25.81, -80.302)",US-FL,25 Feb 2018,L6987713,S43186092
534,Great Antshrike,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
535,Barred Antshrike,2,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
536,Black-hooded Antshrike,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
537,Plain Antvireo,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
538,Spot-crowned Antvireo,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
539,White-flanked Antwren,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
540,Slaty Antwren,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
541,Dot-winged Antwren,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
542,Dusky Antbird,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
543,White-bellied Antbird,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
544,Chestnut-backed Antbird,3,PN Carara--main headquarters,CR-P,10 May 2019,L3354750,S56085380
545,Spotted Antbird,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
546,Black-crowned Antpitta,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
547,Streak-chested Antpitta,1,PN Carara--main headquarters,CR-P,10 May 2019,L3354750,S56085380
548,Black-faced Antthrush,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
549,Striated Antthrush,1,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
550,Olivaceous Woodcreeper,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,13 May 2019,L441320,S56244702
551,Ruddy Woodcreeper,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,15 May 2019,L441320,S56299769
552,Plain-brown Woodcreeper,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506354
553,Wedge-billed Woodcreeper,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
554,Northern Barred-Woodcreeper,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
555,Cocoa Woodcreeper,1,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
556,Buff-throated Woodcreeper,1,"Nauta, Loreto, PE (-4.576, -73.725)",PE-LOR,08 Mar 2019,L8820213,S53643687
557,Black-striped Woodcreeper,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
558,Spotted Woodcreeper,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
559,Straight-billed Woodcreeper,2,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.333, -80.212)",PA-2,10 Apr 2018,L7203773,S44445058
560,Brown-billed Scythebill,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
561,Streak-headed Woodcreeper,1,Villa Lapas,CR-P,11 May 2019,L585101,S56119011
562,Spot-crowned Woodcreeper,1,"Calle San Gerardo, Copey, Provincia de Cartago, CR (9.588, -83.8)",CR-SJ,15 May 2019,L9274060,S56322556
563,Plain Xenops,1,PN Carara--main headquarters,CR-P,10 May 2019,L3354750,S56085380
564,Buffy Tuftedcheek,1,Savegre Mt. Lodge--primary forest trails above lodge,CR-SJ,16 May 2019,L1456996,S56355292
565,Chiriqui Foliage-gleaner,1,"Unknown Location - (8.786, -82.959)",CR-P,14 May 2019,L9265881,S56272589
566,Spotted Barbtail,1,Savegre Mt. Lodge--primary forest trails above lodge,CR-SJ,16 May 2019,L1456996,S56355292
567,Ruddy Treerunner,1,"Calle San Gerardo, San Gerardo de Dota, San José, CR (9.559, -83.803)",CR-SJ,15 May 2019,L9274050,S56322510
568,Red-faced Spinetail,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,14 May 2019,L441320,S56263113
569,Pale-breasted Spinetail,2,"(8.719, -83.165)",CR-P,11 May 2019,L9247351,S56152235
570,Lance-tailed Manakin,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
571,White-ruffed Manakin,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
572,Blue-crowned Manakin,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
573,Orange-collared Manakin,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
574,Golden-collared Manakin,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
575,Turquoise Cotinga,2,San Isidro de PZ--oficinas MINAE,CR-SJ,15 May 2019,L4345410,S56322875
576,Bare-necked Fruitcrow,1,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
577,Masked Tityra,2,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
578,Northern Schiffornis,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
579,Barred Becard,1,"Unknown Location - (9.578, -83.801)",CR-SJ,17 May 2019,L9286964,S56417548
580,Cinnamon Becard,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506637
581,White-winged Becard,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
582,Rose-throated Becard,2,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
583,Sulphur-rumped Flycatcher,1,Esquinas Rainforest Lodge,CR-P,13 May 2019,L1026422,S56215552
584,White-throated Spadebill,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
585,Ochre-bellied Flycatcher,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
586,Rufous-browed Tyrannulet,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
587,Scale-crested Pygmy-Tyrant,1,"Unknown Location - (8.786, -82.959)",CR-P,14 May 2019,L9265881,S56272589
588,Common Tody-Flycatcher,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
589,Eye-ringed Flatbill,2,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
590,Yellow-olive Flycatcher,1,"34, Puntarenas Province, CR (9.824, -84.597)",CR-P,09 May 2019,L9230991,S56053522
591,Yellow-margined Flycatcher,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
592,Brown-capped Tyrannulet,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
593,Northern Beardless-Tyrannulet,1,Frontera Audubon Center (LTC 058),US-TX,06 Oct 2019,L209876,S60404778
594,Southern Beardless-Tyrannulet,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
595,Mouse-colored Tyrannulet,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
596,Yellow Tyrannulet,1,"(8.719, -83.165)",CR-P,11 May 2019,L9247351,S56152235
597,Greenish Elaenia,1,"34, Puntarenas Province, CR (9.824, -84.597)",CR-P,09 May 2019,L9230991,S56053522
598,Yellow-bellied Elaenia,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
599,Lesser Elaenia,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
600,Mountain Elaenia,1,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
601,Torrent Tyrannulet,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
602,Mistletoe Tyrannulet,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
603,Bran-colored Flycatcher,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
604,Tufted Flycatcher,4,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
605,Olive-sided Flycatcher,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
606,Dark Pewee,1,"Calle San Gerardo, San Gerardo de Dota, San José, CR (9.559, -83.803)",CR-SJ,15 May 2019,L9274050,S56322510
607,Western Wood-Pewee,2,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
608,Eastern Wood-Pewee,4,Penwood State Park,US-CT,23 Aug 2017,L293431,S38780532
609,Tropical Pewee,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506418
610,Yellow-bellied Flycatcher,1,Westmoor Park,US-CT,17 May 2018,L198655,S45769757
611,Acadian Flycatcher,1,"Hartman Park, Lyme, CT",US-CT,14 Jun 2018,L1581613,S46544960
612,Alder Flycatcher,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
613,Willow Flycatcher,1,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,11 May 2018,L1880516,S45557522
614,Least Flycatcher,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
615,Hammond's Flycatcher,1,"Mt. Lemmon--Bear Canyon (Cypress, Middle Bear, Chihuahua Pine Picnic Areas)",US-AZ,21 Sep 2018,L128888,S48656676
616,Dusky Flycatcher,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
617,Pacific-slope Flycatcher,1,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
618,Yellowish Flycatcher,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56359712
619,Black-capped Flycatcher,1,"Unknown Location - (9.578, -83.801)",CR-SJ,17 May 2019,L9286964,S56417548
620,Black Phoebe,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
621,Eastern Phoebe,1,"2865R Albany Avenue, West Hartford, Connecticut, US (41.791, -72.787)",US-CT,07 Sep 2017,L6249570,S39048282
622,Say's Phoebe,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
623,Northern Scrub-Flycatcher,1,"Calle Parque Municipal, Tarcoles, Provincia de Puntarenas, CR (9.769, -84.628)",CR-P,09 May 2019,L9232981,S56066588
624,Vermilion Flycatcher,2,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
625,Drab Water Tyrant,1,"Nauta, Loreto, PE (-4.58, -73.72)",PE-LOR,08 Mar 2019,L8820347,S53644475
626,White-headed Marsh Tyrant,3,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
627,Long-tailed Tyrant,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
628,Cinnamon Attila,1,"Nauta, Loreto, PE (-4.576, -73.725)",PE-LOR,08 Mar 2019,L8820213,S53643687
629,Bright-rumped Attila,2,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
630,Rufous Mourner,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
631,Dusky-capped Flycatcher,2,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
632,Panama Flycatcher,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
633,Ash-throated Flycatcher,1,Lake Apopka Wildlife Drive,US-FL,25 Jan 2019,L298649,S52039495
634,Great Crested Flycatcher,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
635,Lesser Kiskadee,1,"Unknown Location - (-3.749, -73.245)",PE-LOR,04 Mar 2019,L8820065,S53643045
636,Great Kiskadee,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
637,Boat-billed Flycatcher,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
638,Rusty-margined Flycatcher,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
639,Social Flycatcher,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
640,Gray-capped Flycatcher,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506418
641,Streaked Flycatcher,1,"Unnamed Road, Provincia de Coclé, PA (8.477, -80.246)",PA-2,10 Apr 2018,L7203723,S44444887
642,Piratic Flycatcher,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
643,Sulphury Flycatcher,1,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
644,Tropical Kingbird,1,Stormwater Treatment Area 5/6,US-FL,13 Jan 2018,L207305,S41871319
645,Couch's Kingbird,7,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
646,Cassin's Kingbird,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
647,Western Kingbird,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
648,Eastern Kingbird,1,Dry Tortugas NP--Garden Key,US-FL,22 Mar 2018,L127452,S43914060
649,Gray Kingbird,1,Stormwater Treatment Area 5/6,US-FL,13 Jan 2018,L207305,S41871319
650,Scissor-tailed Flycatcher,2,Stormwater Treatment Area 5/6,US-FL,13 Jan 2018,L207305,S41871319
651,Fork-tailed Flycatcher,4,"Unnamed Road, Provincia de Coclé, PA (8.477, -80.246)",PA-2,10 Apr 2018,L7203723,S44444887
652,Rufous-browed Peppershrike,1,"Calle Arroyo, Río Hato, Provincia de Coclé, PA (8.381, -80.109)",PA-2,10 Apr 2018,L7203789,S44445138
653,Scrub Greenlet,1,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
654,Tawny-crowned Greenlet,2,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
655,Lesser Greenlet,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
656,White-eyed Vireo,1,Corkscrew Regional Ecosystem Watershed--Bird Rookery Swamp Trails,US-FL,02 Nov 2017,L1061691,S40260972
657,Thick-billed Vireo,1,Crandon Park,US-FL,17 Feb 2019,L127422,S52828285
