Row #,Species,Count,Location,S/P,Date,LocID,SubID
48,Yellow-billed Cuckoo,1,Fort De Soto Park,US-FL,16 Apr 2018,L127332,S44634594
49,Mangrove Cuckoo,2,Rookery Bay NERR,US-FL,11 Jul 2018,L2528252,S47128547
50,Common Nighthawk,5,Rookery Bay NERR,US-FL,11 Jul 2018,L2528252,S47128547
51,Chuck-will's-widow,2,Babcock-Webb WMA,US-FL,19 Mar 2018,L127396,S43783871
52,Chimney Swift,8,Point Ybel Lighthouse Beach Park,US-FL,22 Apr 2018,L127398,S44815453
53,Ruby-throated Hummingbird,1,"Pearl Feeders, Alva (Whites' Feeders)",US-FL,19 Jan 2018,L6724846,S42067465
54,King Rail,2,Fakahatchee Strand Preserve SP--Janes Scenic Drive,US-FL,28 Feb 2018,L127405,S43259542
55,Clapper Rail,6,Shiloh Marsh,US-FL,25 Jan 2019,L8491061,S52039513
56,Virginia Rail,1,Babcock-Webb WMA,US-FL,31 Dec 2018,L127396,S51123496
57,Giant Wood-Rail,1,Bailey Homestead Wetlands Preserve,US-FL,18 Jan 2018,L6595361,S42045816
58,Sora,1,"1032-1570 Raymond Road, Sarasota, Florida, US (27.321, -82.435)",US-FL,15 Jan 2018,L6721858,S41930304
59,Common Gallinule,1,Six Mile Cypress Slough Preserve,US-FL,29 Jan 2017,L424819,S34013446
60,American Coot,1,Lakes Regional Park,US-FL,28 Oct 2017,L305312,S40168176
61,Purple Gallinule,1,Lake Trafford--Annie Olesky Park,US-FL,28 Jan 2017,L782931,S38686694
62,Gray-headed Swamphen,4,Harns Marsh,US-FL,11 Nov 2017,L830108,S40438561
63,Limpkin,1,Six Mile Cypress Slough Preserve,US-FL,12 Aug 2017,L424819,S38601114
64,Sandhill Crane,1,"The Plantation (Restricted Access), Fort Myers, FL",US-FL,16 Feb 2015,L6319667,S39398621
65,Whooping Crane,2,"813 Lake Altur Road, Lake Wales, Florida, US (27.884, -81.645)",US-FL,24 Feb 2019,L8693685,S53099831
66,Black-necked Stilt,1,Wakodahatchee Wetlands,US-FL,05 Mar 2018,L143084,S43408258
67,American Avocet,10,Myakka River SP--Birdwalk,US-FL,15 Jan 2018,L882829,S41935245
68,American Oystercatcher,3,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
69,Black-bellied Plover,2,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
70,Snowy Plover,1,San Carlos Bay/Bunche Beach Preserve,US-FL,28 Jan 2018,L301036,S42312456
71,Wilson's Plover,1,San Carlos Bay/Bunche Beach Preserve,US-FL,22 Oct 2017,L301036,S40061730
72,Semipalmated Plover,,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
73,Piping Plover,3,San Carlos Bay/Bunche Beach Preserve,US-FL,22 Oct 2017,L301036,S40061730
74,Killdeer,7,"11201 Daniels Parkway, Fort Myers, Florida, US (26.548, -81.772)",US-FL,30 Oct 2017,L6427022,S40215546
75,Upland Sandpiper,7,"1237 Northwest 25th Terrace, Cape Coral, Florida, US (26.7, -82.001)",US-FL,19 Apr 2018,L7246411,S44722139
76,Marbled Godwit,1,San Carlos Bay/Bunche Beach Preserve,US-FL,03 Oct 2017,L301036,S39536546
77,Ruddy Turnstone,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
78,Red Knot,43,San Carlos Bay/Bunche Beach Preserve,US-FL,28 Jan 2018,L301036,S42312456
79,Sanderling,5,San Carlos Bay/Bunche Beach Preserve,US-FL,01 Oct 2017,L301036,S39492096
80,Dunlin,1,San Carlos Bay/Bunche Beach Preserve,US-FL,22 Oct 2017,L301036,S40061730
81,Least Sandpiper,5,San Carlos Bay/Bunche Beach Preserve,US-FL,06 Nov 2017,L301036,S40350207
82,Western Sandpiper,2,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
83,Short-billed Dowitcher,3,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
84,Long-billed Dowitcher,35,"8543-9143 Palmer Boulevard, Sarasota, Florida, US (27.314, -82.398)",US-FL,15 Jan 2018,L6722017,S41931184
85,Wilson's Snipe,3,Wild Turkey Strand Preserve,US-FL,29 Dec 2017,L1903106,S41410966
86,Spotted Sandpiper,6,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
87,Solitary Sandpiper,1,Hickory Swamp Preserve,US-FL,22 Oct 2018,L346219,S49370398
88,Greater Yellowlegs,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
89,Willet,8,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
90,Lesser Yellowlegs,6,J. N. Ding Darling NWR,US-FL,07 Nov 2017,L127397,S40366805
91,Pomarine Jaeger,1,"Florida, US (24.635, -81.905)",US-FL,22 Mar 2018,L7110886,S43871703
92,Bonaparte's Gull,1,Nokomis Public Beach,US-FL,20 Mar 2019,L2602995,S54039594
93,Laughing Gull,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
94,Ring-billed Gull,1,Lakes Regional Park,US-FL,05 Jan 2018,L305312,S41647806
95,Herring Gull,1,San Carlos Bay/Bunche Beach Preserve,US-FL,28 Jan 2018,L301036,S42312456
96,Lesser Black-backed Gull,1,Bowmans Beach Regional Park,US-FL,18 Jan 2018,L476488,S42042988
97,Great Black-backed Gull,3,Parrish Park,US-FL,24 Jan 2019,L814410,S51992496
98,Brown Noddy,50,Dry Tortugas NP--Garden Key,US-FL,22 Mar 2018,L127452,S43914060
99,Sooty Tern,90,Dry Tortugas NP--Garden Key,US-FL,22 Mar 2018,L127452,S43914060
100,Bridled Tern,1,"US (28.432, -80.259)",US-FL,19 May 2018,L7441320,S45872336
101,Least Tern,50,Coconut Island,US-FL,27 Apr 2018,L7292449,S44990150
102,Gull-billed Tern,1,Orlando Wetlands Park,US-FL,22 Jan 2019,L452007,S51929757
103,Caspian Tern,2,San Carlos Bay/Bunche Beach Preserve,US-FL,31 Oct 2017,L301036,S40243285
